state,year,nationality,type,sex,agegrp,nPrisoners
Uttar Pradesh,2003,Indians,Under Trials,Female,18-30,375
Uttar Pradesh,2003,Indians,Under Trials,Female,30-50,424
Uttar Pradesh,2003,Indians,Under Trials,Female,50+,106
Uttar Pradesh,2003,Indians,Under Trials,Male,16-18,419
Uttar Pradesh,2003,Indians,Under Trials,Male,18-30,20292
Uttar Pradesh,2003,Indians,Under Trials,Male,30-50,15668
Uttar Pradesh,2003,Indians,Under Trials,Male,50+,4362
Uttar Pradesh,2004,Foreigners,Convicts,Female,16-18,1
Uttar Pradesh,2004,Foreigners,Convicts,Female,18-30,9
Uttar Pradesh,2004,Foreigners,Convicts,Female,30-50,9
Uttar Pradesh,2004,Foreigners,Convicts,Female,50+,1
Uttar Pradesh,2004,Foreigners,Convicts,Male,16-18,11
Uttar Pradesh,2004,Foreigners,Convicts,Male,18-30,38
Uttar Pradesh,2004,Foreigners,Convicts,Male,30-50,37
Uttar Pradesh,2004,Foreigners,Convicts,Male,50+,5
Uttar Pradesh,2004,Foreigners,Under Trials,Female,16-18,1
Uttar Pradesh,2004,Foreigners,Under Trials,Female,18-30,9
Uttar Pradesh,2004,Foreigners,Under Trials,Female,30-50,5
Uttar Pradesh,2004,Foreigners,Under Trials,Female,50+,1
Uttar Pradesh,2004,Foreigners,Under Trials,Male,16-18,11
Uttar Pradesh,2004,Foreigners,Under Trials,Male,18-30,50
Uttar Pradesh,2004,Foreigners,Under Trials,Male,30-50,24
Uttar Pradesh,2004,Foreigners,Under Trials,Male,50+,5
Uttar Pradesh,2004,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2004,Indians,Convicts,Female,18-30,47
Uttar Pradesh,2004,Indians,Convicts,Female,30-50,79
Uttar Pradesh,2004,Indians,Convicts,Female,50+,51
Uttar Pradesh,2004,Indians,Convicts,Male,16-18,44
Uttar Pradesh,2004,Indians,Convicts,Male,18-30,2599
Uttar Pradesh,2004,Indians,Convicts,Male,30-50,3218
Uttar Pradesh,2004,Indians,Convicts,Male,50+,2162
Uttar Pradesh,2004,Indians,Under Trials,Female,16-18,3
Uttar Pradesh,2004,Indians,Under Trials,Female,18-30,326
Uttar Pradesh,2004,Indians,Under Trials,Female,30-50,420
Uttar Pradesh,2004,Indians,Under Trials,Female,50+,116
Uttar Pradesh,2004,Indians,Under Trials,Male,16-18,134
Uttar Pradesh,2004,Indians,Under Trials,Male,18-30,18158
Uttar Pradesh,2004,Indians,Under Trials,Male,30-50,17578
Uttar Pradesh,2004,Indians,Under Trials,Male,50+,4383
Uttar Pradesh,2005,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2005,Foreigners,Convicts,Female,18-30,11
Uttar Pradesh,2005,Foreigners,Convicts,Female,30-50,15
Uttar Pradesh,2005,Foreigners,Convicts,Female,50+,4
Uttar Pradesh,2005,Foreigners,Convicts,Male,16-18,18
Uttar Pradesh,2005,Foreigners,Convicts,Male,18-30,326
Uttar Pradesh,2005,Foreigners,Convicts,Male,30-50,285
Uttar Pradesh,2005,Foreigners,Convicts,Male,50+,42
Uttar Pradesh,2005,Foreigners,Under Trials,Female,16-18,0
Uttar Pradesh,2005,Foreigners,Under Trials,Female,18-30,2
Uttar Pradesh,2005,Foreigners,Under Trials,Female,30-50,2
Uttar Pradesh,2005,Foreigners,Under Trials,Female,50+,0
Uttar Pradesh,2005,Foreigners,Under Trials,Male,16-18,0
Uttar Pradesh,2005,Foreigners,Under Trials,Male,18-30,33
Uttar Pradesh,2005,Foreigners,Under Trials,Male,30-50,25
Uttar Pradesh,2005,Foreigners,Under Trials,Male,50+,1
Uttar Pradesh,2005,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2005,Indians,Convicts,Female,18-30,44
Uttar Pradesh,2005,Indians,Convicts,Female,30-50,162
Uttar Pradesh,2005,Indians,Convicts,Female,50+,57
Uttar Pradesh,2005,Indians,Convicts,Male,16-18,23
Uttar Pradesh,2005,Indians,Convicts,Male,18-30,3354
Uttar Pradesh,2005,Indians,Convicts,Male,30-50,6085
Uttar Pradesh,2005,Indians,Convicts,Male,50+,2858
Uttar Pradesh,2005,Indians,Under Trials,Female,16-18,0
Uttar Pradesh,2005,Indians,Under Trials,Female,18-30,302
Uttar Pradesh,2005,Indians,Under Trials,Female,30-50,602
Uttar Pradesh,2005,Indians,Under Trials,Female,50+,141
Uttar Pradesh,2005,Indians,Under Trials,Male,16-18,679
Uttar Pradesh,2005,Indians,Under Trials,Male,18-30,16144
Uttar Pradesh,2005,Indians,Under Trials,Male,30-50,20503
Uttar Pradesh,2005,Indians,Under Trials,Male,50+,4644
Uttar Pradesh,2006,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2006,Foreigners,Convicts,Female,18-30,0
Uttar Pradesh,2006,Foreigners,Convicts,Female,30-50,5
Uttar Pradesh,2006,Foreigners,Convicts,Female,50+,0
Uttar Pradesh,2006,Foreigners,Convicts,Male,16-18,0
Uttar Pradesh,2006,Foreigners,Convicts,Male,18-30,12
Uttar Pradesh,2006,Foreigners,Convicts,Male,30-50,24
Uttar Pradesh,2006,Foreigners,Convicts,Male,50+,4
Uttar Pradesh,2006,Foreigners,Under Trials,Female,16-18,0
Uttar Pradesh,2006,Foreigners,Under Trials,Female,18-30,0
Uttar Pradesh,2006,Foreigners,Under Trials,Female,30-50,2
Uttar Pradesh,2006,Foreigners,Under Trials,Female,50+,0
Uttar Pradesh,2006,Foreigners,Under Trials,Male,16-18,0
Uttar Pradesh,2006,Foreigners,Under Trials,Male,18-30,44
Uttar Pradesh,2006,Foreigners,Under Trials,Male,30-50,25
Uttar Pradesh,2006,Foreigners,Under Trials,Male,50+,0
Uttar Pradesh,2006,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2006,Indians,Convicts,Female,18-30,100
Uttar Pradesh,2006,Indians,Convicts,Female,30-50,286
Uttar Pradesh,2006,Indians,Convicts,Female,50+,86
Uttar Pradesh,2006,Indians,Convicts,Male,16-18,43
Uttar Pradesh,2006,Indians,Convicts,Male,18-30,4812
Uttar Pradesh,2006,Indians,Convicts,Male,30-50,7652
Uttar Pradesh,2006,Indians,Convicts,Male,50+,3265
Uttar Pradesh,2006,Indians,Under Trials,Female,16-18,3
Uttar Pradesh,2006,Indians,Under Trials,Female,18-30,474
Uttar Pradesh,2006,Indians,Under Trials,Female,30-50,725
Uttar Pradesh,2006,Indians,Under Trials,Female,50+,265
Uttar Pradesh,2006,Indians,Under Trials,Male,16-18,367
Uttar Pradesh,2006,Indians,Under Trials,Male,18-30,19606
Uttar Pradesh,2006,Indians,Under Trials,Male,30-50,21443
Uttar Pradesh,2006,Indians,Under Trials,Male,50+,7209
Uttar Pradesh,2007,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2007,Foreigners,Convicts,Female,18-30,0
Uttar Pradesh,2007,Foreigners,Convicts,Female,30-50,7
Uttar Pradesh,2007,Foreigners,Convicts,Female,50+,0
Uttar Pradesh,2007,Foreigners,Convicts,Male,16-18,0
Uttar Pradesh,2007,Foreigners,Convicts,Male,18-30,22
Uttar Pradesh,2007,Foreigners,Convicts,Male,30-50,21
Uttar Pradesh,2007,Foreigners,Convicts,Male,50+,5
Uttar Pradesh,2007,Foreigners,Under Trials,Female,16-18,0
Uttar Pradesh,2007,Foreigners,Under Trials,Female,18-30,14
Uttar Pradesh,2007,Foreigners,Under Trials,Female,30-50,15
Uttar Pradesh,2007,Foreigners,Under Trials,Female,50+,0
Uttar Pradesh,2007,Foreigners,Under Trials,Male,16-18,0
Uttar Pradesh,2007,Foreigners,Under Trials,Male,18-30,23
Uttar Pradesh,2007,Foreigners,Under Trials,Male,30-50,33
Uttar Pradesh,2007,Foreigners,Under Trials,Male,50+,3
Uttar Pradesh,2007,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2007,Indians,Convicts,Female,18-30,111
Uttar Pradesh,2007,Indians,Convicts,Female,30-50,323
Uttar Pradesh,2007,Indians,Convicts,Female,50+,138
Uttar Pradesh,2007,Indians,Convicts,Male,16-18,2
Uttar Pradesh,2007,Indians,Convicts,Male,18-30,4871
Uttar Pradesh,2007,Indians,Convicts,Male,30-50,9635
Uttar Pradesh,2007,Indians,Convicts,Male,50+,4558
Uttar Pradesh,2007,Indians,Under Trials,Female,16-18,0
Uttar Pradesh,2007,Indians,Under Trials,Female,18-30,542
Uttar Pradesh,2007,Indians,Under Trials,Female,30-50,864
Uttar Pradesh,2007,Indians,Under Trials,Female,50+,261
Uttar Pradesh,2007,Indians,Under Trials,Male,16-18,20
Uttar Pradesh,2007,Indians,Under Trials,Male,18-30,22646
Uttar Pradesh,2007,Indians,Under Trials,Male,30-50,23709
Uttar Pradesh,2007,Indians,Under Trials,Male,50+,5862
Uttar Pradesh,2008,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2008,Foreigners,Convicts,Female,18-30,0
Uttar Pradesh,2008,Foreigners,Convicts,Female,30-50,8
Uttar Pradesh,2008,Foreigners,Convicts,Female,50+,0
Uttar Pradesh,2008,Foreigners,Convicts,Male,16-18,0
Uttar Pradesh,2008,Foreigners,Convicts,Male,18-30,10
Uttar Pradesh,2008,Foreigners,Convicts,Male,30-50,23
Uttar Pradesh,2008,Foreigners,Convicts,Male,50+,5
Uttar Pradesh,2008,Foreigners,Under Trials,Female,16-18,3
Uttar Pradesh,2008,Foreigners,Under Trials,Female,18-30,5
Uttar Pradesh,2008,Foreigners,Under Trials,Female,30-50,2
Uttar Pradesh,2008,Foreigners,Under Trials,Female,50+,0
Uttar Pradesh,2008,Foreigners,Under Trials,Male,16-18,0
Uttar Pradesh,2008,Foreigners,Under Trials,Male,18-30,35
Uttar Pradesh,2008,Foreigners,Under Trials,Male,30-50,38
Uttar Pradesh,2008,Foreigners,Under Trials,Male,50+,2
Uttar Pradesh,2008,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2008,Indians,Convicts,Female,18-30,123
Uttar Pradesh,2008,Indians,Convicts,Female,30-50,313
Uttar Pradesh,2008,Indians,Convicts,Female,50+,229
Uttar Pradesh,2008,Indians,Convicts,Male,16-18,0
Uttar Pradesh,2008,Indians,Convicts,Male,18-30,5209
Uttar Pradesh,2008,Indians,Convicts,Male,30-50,10862
Uttar Pradesh,2008,Indians,Convicts,Male,50+,4893
Uttar Pradesh,2008,Indians,Under Trials,Female,16-18,1
Uttar Pradesh,2008,Indians,Under Trials,Female,18-30,586
Uttar Pradesh,2008,Indians,Under Trials,Female,30-50,1071
Uttar Pradesh,2008,Indians,Under Trials,Female,50+,352
Uttar Pradesh,2008,Indians,Under Trials,Male,16-18,51
Uttar Pradesh,2008,Indians,Under Trials,Male,18-30,22215
Uttar Pradesh,2008,Indians,Under Trials,Male,30-50,26425
Uttar Pradesh,2008,Indians,Under Trials,Male,50+,7712
Uttar Pradesh,2009,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2009,Foreigners,Convicts,Female,18-30,2
Uttar Pradesh,2009,Foreigners,Convicts,Female,30-50,5
Uttar Pradesh,2009,Foreigners,Convicts,Female,50+,0
Uttar Pradesh,2009,Foreigners,Convicts,Male,16-18,0
Uttar Pradesh,2009,Foreigners,Convicts,Male,18-30,10
Uttar Pradesh,2009,Foreigners,Convicts,Male,30-50,18
Uttar Pradesh,2009,Foreigners,Convicts,Male,50+,3
Uttar Pradesh,2009,Foreigners,Under Trials,Female,16-18,0
Uttar Pradesh,2009,Foreigners,Under Trials,Female,18-30,13
Uttar Pradesh,2009,Foreigners,Under Trials,Female,30-50,6
Uttar Pradesh,2009,Foreigners,Under Trials,Female,50+,0
Uttar Pradesh,2009,Foreigners,Under Trials,Male,16-18,0
Uttar Pradesh,2009,Foreigners,Under Trials,Male,18-30,63
Uttar Pradesh,2009,Foreigners,Under Trials,Male,30-50,19
Uttar Pradesh,2009,Foreigners,Under Trials,Male,50+,4
Uttar Pradesh,2009,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2009,Indians,Convicts,Female,18-30,102
Uttar Pradesh,2009,Indians,Convicts,Female,30-50,379
Uttar Pradesh,2009,Indians,Convicts,Female,50+,228
Uttar Pradesh,2009,Indians,Convicts,Male,16-18,0
Uttar Pradesh,2009,Indians,Convicts,Male,18-30,6201
Uttar Pradesh,2009,Indians,Convicts,Male,30-50,11536
Uttar Pradesh,2009,Indians,Convicts,Male,50+,5946
Uttar Pradesh,2009,Indians,Under Trials,Female,16-18,0
Uttar Pradesh,2009,Indians,Under Trials,Female,18-30,593
Uttar Pradesh,2009,Indians,Under Trials,Female,30-50,1013
Uttar Pradesh,2009,Indians,Under Trials,Female,50+,416
Uttar Pradesh,2009,Indians,Under Trials,Male,16-18,0
Uttar Pradesh,2009,Indians,Under Trials,Male,18-30,24726
Uttar Pradesh,2009,Indians,Under Trials,Male,30-50,23690
Uttar Pradesh,2009,Indians,Under Trials,Male,50+,8515
Uttar Pradesh,2010,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2010,Foreigners,Convicts,Female,18-30,4
Uttar Pradesh,2010,Foreigners,Convicts,Female,30-50,7
Uttar Pradesh,2010,Foreigners,Convicts,Female,50+,0
Uttar Pradesh,2010,Foreigners,Convicts,Male,16-18,0
Uttar Pradesh,2010,Foreigners,Convicts,Male,18-30,14
Uttar Pradesh,2010,Foreigners,Convicts,Male,30-50,41
Uttar Pradesh,2010,Foreigners,Convicts,Male,50+,4
Uttar Pradesh,2010,Foreigners,Under Trials,Female,16-18,0
Uttar Pradesh,2010,Foreigners,Under Trials,Female,18-30,12
Uttar Pradesh,2010,Foreigners,Under Trials,Female,30-50,6
Uttar Pradesh,2010,Foreigners,Under Trials,Female,50+,0
Uttar Pradesh,2010,Foreigners,Under Trials,Male,16-18,0
Uttar Pradesh,2010,Foreigners,Under Trials,Male,18-30,75
Uttar Pradesh,2010,Foreigners,Under Trials,Male,30-50,39
Uttar Pradesh,2010,Foreigners,Under Trials,Male,50+,5
Uttar Pradesh,2010,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2010,Indians,Convicts,Female,18-30,113
Uttar Pradesh,2010,Indians,Convicts,Female,30-50,422
Uttar Pradesh,2010,Indians,Convicts,Female,50+,253
Uttar Pradesh,2010,Indians,Convicts,Male,16-18,0
Uttar Pradesh,2010,Indians,Convicts,Male,18-30,6725
Uttar Pradesh,2010,Indians,Convicts,Male,30-50,12505
Uttar Pradesh,2010,Indians,Convicts,Male,50+,6445
Uttar Pradesh,2010,Indians,Under Trials,Female,16-18,0
Uttar Pradesh,2010,Indians,Under Trials,Female,18-30,532
Uttar Pradesh,2010,Indians,Under Trials,Female,30-50,909
Uttar Pradesh,2010,Indians,Under Trials,Female,50+,373
Uttar Pradesh,2010,Indians,Under Trials,Male,16-18,0
Uttar Pradesh,2010,Indians,Under Trials,Male,18-30,23405
Uttar Pradesh,2010,Indians,Under Trials,Male,30-50,22446
Uttar Pradesh,2010,Indians,Under Trials,Male,50+,8070
Uttar Pradesh,2011,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2011,Foreigners,Convicts,Female,18-30,3
Uttar Pradesh,2011,Foreigners,Convicts,Female,30-50,6
Uttar Pradesh,2011,Foreigners,Convicts,Female,50+,0
Uttar Pradesh,2011,Foreigners,Convicts,Male,16-18,0
Uttar Pradesh,2011,Foreigners,Convicts,Male,18-30,20
Uttar Pradesh,2011,Foreigners,Convicts,Male,30-50,51
Uttar Pradesh,2011,Foreigners,Convicts,Male,50+,6
Uttar Pradesh,2011,Foreigners,Under Trials,Female,16-18,0
Uttar Pradesh,2011,Foreigners,Under Trials,Female,18-30,16
Uttar Pradesh,2011,Foreigners,Under Trials,Female,30-50,8
Uttar Pradesh,2011,Foreigners,Under Trials,Female,50+,0
Uttar Pradesh,2011,Foreigners,Under Trials,Male,16-18,0
Uttar Pradesh,2011,Foreigners,Under Trials,Male,18-30,70
Uttar Pradesh,2011,Foreigners,Under Trials,Male,30-50,37
Uttar Pradesh,2011,Foreigners,Under Trials,Male,50+,4
Uttar Pradesh,2011,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2011,Indians,Convicts,Female,18-30,138
Uttar Pradesh,2011,Indians,Convicts,Female,30-50,480
Uttar Pradesh,2011,Indians,Convicts,Female,50+,278
Uttar Pradesh,2011,Indians,Convicts,Male,16-18,0
Uttar Pradesh,2011,Indians,Convicts,Male,18-30,7125
Uttar Pradesh,2011,Indians,Convicts,Male,30-50,13099
Uttar Pradesh,2011,Indians,Convicts,Male,50+,6845
Uttar Pradesh,2011,Indians,Under Trials,Female,16-18,0
Uttar Pradesh,2011,Indians,Under Trials,Female,18-30,657
Uttar Pradesh,2011,Indians,Under Trials,Female,30-50,1084
Uttar Pradesh,2011,Indians,Under Trials,Female,50+,469
Uttar Pradesh,2011,Indians,Under Trials,Male,16-18,0
Uttar Pradesh,2011,Indians,Under Trials,Male,18-30,22355
Uttar Pradesh,2011,Indians,Under Trials,Male,30-50,21496
Uttar Pradesh,2011,Indians,Under Trials,Male,50+,7866
Uttar Pradesh,2012,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2012,Foreigners,Convicts,Female,18-30,2
Uttar Pradesh,2012,Foreigners,Convicts,Female,30-50,5
Uttar Pradesh,2012,Foreigners,Convicts,Female,50+,0
Uttar Pradesh,2012,Foreigners,Convicts,Male,16-18,0
Uttar Pradesh,2012,Foreigners,Convicts,Male,18-30,18
Uttar Pradesh,2012,Foreigners,Convicts,Male,30-50,62
Uttar Pradesh,2012,Foreigners,Convicts,Male,50+,4
Uttar Pradesh,2012,Foreigners,Under Trials,Female,16-18,0
Uttar Pradesh,2012,Foreigners,Under Trials,Female,18-30,13
Uttar Pradesh,2012,Foreigners,Under Trials,Female,30-50,6
Uttar Pradesh,2012,Foreigners,Under Trials,Female,50+,0
Uttar Pradesh,2012,Foreigners,Under Trials,Male,16-18,0
Uttar Pradesh,2012,Foreigners,Under Trials,Male,18-30,89
Uttar Pradesh,2012,Foreigners,Under Trials,Male,30-50,48
Uttar Pradesh,2012,Foreigners,Under Trials,Male,50+,7
Uttar Pradesh,2012,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2012,Indians,Convicts,Female,18-30,117
Uttar Pradesh,2012,Indians,Convicts,Female,30-50,452
Uttar Pradesh,2012,Indians,Convicts,Female,50+,268
Uttar Pradesh,2012,Indians,Convicts,Male,16-18,0
Uttar Pradesh,2012,Indians,Convicts,Male,18-30,6614
Uttar Pradesh,2012,Indians,Convicts,Male,30-50,12314
Uttar Pradesh,2012,Indians,Convicts,Male,50+,6394
Uttar Pradesh,2012,Indians,Under Trials,Female,16-18,0
Uttar Pradesh,2012,Indians,Under Trials,Female,18-30,682
Uttar Pradesh,2012,Indians,Under Trials,Female,30-50,1134
Uttar Pradesh,2012,Indians,Under Trials,Female,50+,484
Uttar Pradesh,2012,Indians,Under Trials,Male,16-18,0
Uttar Pradesh,2012,Indians,Under Trials,Male,18-30,22196
Uttar Pradesh,2012,Indians,Under Trials,Male,30-50,21346
Uttar Pradesh,2012,Indians,Under Trials,Male,50+,7816
Uttar Pradesh,2013,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2013,Foreigners,Convicts,Female,18-30,3
Uttar Pradesh,2013,Foreigners,Convicts,Female,30-50,14
Uttar Pradesh,2013,Foreigners,Convicts,Female,50+,3
Uttar Pradesh,2013,Foreigners,Convicts,Male,16-18,0
Uttar Pradesh,2013,Foreigners,Convicts,Male,18-30,17
Uttar Pradesh,2013,Foreigners,Convicts,Male,30-50,37
Uttar Pradesh,2013,Foreigners,Convicts,Male,50+,14
Uttar Pradesh,2013,Foreigners,Under Trials,Female,16-18,0
Uttar Pradesh,2013,Foreigners,Under Trials,Female,18-30,19
Uttar Pradesh,2013,Foreigners,Under Trials,Female,30-50,17
Uttar Pradesh,2013,Foreigners,Under Trials,Female,50+,4
Uttar Pradesh,2013,Foreigners,Under Trials,Male,16-18,0
Uttar Pradesh,2013,Foreigners,Under Trials,Male,18-30,78
Uttar Pradesh,2013,Foreigners,Under Trials,Male,30-50,69
Uttar Pradesh,2013,Foreigners,Under Trials,Male,50+,18
Uttar Pradesh,2013,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2013,Indians,Convicts,Female,18-30,179
Uttar Pradesh,2013,Indians,Convicts,Female,30-50,431
Uttar Pradesh,2013,Indians,Convicts,Female,50+,333
Uttar Pradesh,2013,Indians,Convicts,Male,16-18,0
Uttar Pradesh,2013,Indians,Convicts,Male,18-30,5527
Uttar Pradesh,2013,Indians,Convicts,Male,30-50,12277
Uttar Pradesh,2013,Indians,Convicts,Male,50+,6475
Uttar Pradesh,2013,Indians,Under Trials,Female,16-18,0
Uttar Pradesh,2013,Indians,Under Trials,Female,18-30,722
Uttar Pradesh,2013,Indians,Under Trials,Female,30-50,1127
Uttar Pradesh,2013,Indians,Under Trials,Female,50+,460
Uttar Pradesh,2013,Indians,Under Trials,Male,16-18,0
Uttar Pradesh,2013,Indians,Under Trials,Male,18-30,24746
Uttar Pradesh,2013,Indians,Under Trials,Male,30-50,23214
Uttar Pradesh,2013,Indians,Under Trials,Male,50+,7626
Uttaranchal,2001,Foreigners,Convicts,Female,16-18,0
Uttaranchal,2001,Foreigners,Convicts,Female,18-30,0
Uttaranchal,2001,Foreigners,Convicts,Female,30-50,0
Uttaranchal,2001,Foreigners,Convicts,Female,50+,0
Uttaranchal,2001,Foreigners,Convicts,Male,16-18,0
Uttaranchal,2001,Foreigners,Convicts,Male,18-30,0
Uttaranchal,2001,Foreigners,Convicts,Male,30-50,0
Uttaranchal,2001,Foreigners,Convicts,Male,50+,0
Uttaranchal,2001,Foreigners,Under Trials,Female,16-18,0
Uttaranchal,2001,Foreigners,Under Trials,Female,18-30,0
Uttaranchal,2001,Foreigners,Under Trials,Female,30-50,0
Uttaranchal,2001,Foreigners,Under Trials,Female,50+,0
Uttaranchal,2001,Foreigners,Under Trials,Male,16-18,0
Uttaranchal,2001,Foreigners,Under Trials,Male,18-30,1
Uttaranchal,2001,Foreigners,Under Trials,Male,30-50,4
Uttaranchal,2001,Foreigners,Under Trials,Male,50+,0
Uttaranchal,2001,Indians,Convicts,Female,16-18,0
Uttaranchal,2001,Indians,Convicts,Female,18-30,2
Uttaranchal,2001,Indians,Convicts,Female,30-50,1
Uttaranchal,2001,Indians,Convicts,Female,50+,0
Uttaranchal,2001,Indians,Convicts,Male,16-18,22
Uttaranchal,2001,Indians,Convicts,Male,18-30,99
Uttaranchal,2001,Indians,Convicts,Male,30-50,312
Uttaranchal,2001,Indians,Convicts,Male,50+,73
Uttaranchal,2001,Indians,Under Trials,Female,16-18,0
Uttaranchal,2001,Indians,Under Trials,Female,18-30,30
Uttaranchal,2001,Indians,Under Trials,Female,30-50,25
Uttaranchal,2001,Indians,Under Trials,Female,50+,8
Uttaranchal,2001,Indians,Under Trials,Male,16-18,92
Uttaranchal,2001,Indians,Under Trials,Male,18-30,857
Uttaranchal,2001,Indians,Under Trials,Male,30-50,554
Uttaranchal,2001,Indians,Under Trials,Male,50+,210
Uttaranchal,2002,Foreigners,Convicts,Female,16-18,0
Uttaranchal,2002,Foreigners,Convicts,Female,18-30,0
Uttaranchal,2002,Foreigners,Convicts,Female,30-50,0
Uttaranchal,2002,Foreigners,Convicts,Female,50+,0
Uttaranchal,2002,Foreigners,Convicts,Male,16-18,0
Uttaranchal,2002,Foreigners,Convicts,Male,18-30,0
Uttaranchal,2002,Foreigners,Convicts,Male,30-50,1
Uttaranchal,2002,Foreigners,Convicts,Male,50+,0
Uttaranchal,2002,Foreigners,Under Trials,Female,16-18,0
Uttaranchal,2002,Foreigners,Under Trials,Female,18-30,0
Uttaranchal,2002,Foreigners,Under Trials,Female,30-50,0
Uttaranchal,2002,Foreigners,Under Trials,Female,50+,0
Uttaranchal,2002,Foreigners,Under Trials,Male,16-18,0
Uttaranchal,2002,Foreigners,Under Trials,Male,18-30,0
