state,year,nationality,type,sex,agegrp,nPrisoners
Tripura,2001,Foreigners,Under Trials,Female,30-50,0
Tripura,2001,Foreigners,Under Trials,Female,50+,0
Tripura,2001,Foreigners,Under Trials,Male,16-18,0
Tripura,2001,Foreigners,Under Trials,Male,18-30,8
Tripura,2001,Foreigners,Under Trials,Male,30-50,4
Tripura,2001,Foreigners,Under Trials,Male,50+,1
Tripura,2001,Indians,Convicts,Female,16-18,0
Tripura,2001,Indians,Convicts,Female,18-30,1
Tripura,2001,Indians,Convicts,Female,30-50,3
Tripura,2001,Indians,Convicts,Female,50+,0
Tripura,2001,Indians,Convicts,Male,16-18,10
Tripura,2001,Indians,Convicts,Male,18-30,174
Tripura,2001,Indians,Convicts,Male,30-50,146
Tripura,2001,Indians,Convicts,Male,50+,19
Tripura,2001,Indians,Under Trials,Female,16-18,1
Tripura,2001,Indians,Under Trials,Female,18-30,7
Tripura,2001,Indians,Under Trials,Female,30-50,4
Tripura,2001,Indians,Under Trials,Female,50+,0
Tripura,2001,Indians,Under Trials,Male,16-18,63
Tripura,2001,Indians,Under Trials,Male,18-30,271
Tripura,2001,Indians,Under Trials,Male,30-50,249
Tripura,2001,Indians,Under Trials,Male,50+,68
Tripura,2002,Foreigners,Convicts,Female,16-18,0
Tripura,2002,Foreigners,Convicts,Female,18-30,0
Tripura,2002,Foreigners,Convicts,Female,30-50,0
Tripura,2002,Foreigners,Convicts,Female,50+,0
Tripura,2002,Foreigners,Convicts,Male,16-18,0
Tripura,2002,Foreigners,Convicts,Male,18-30,6
Tripura,2002,Foreigners,Convicts,Male,30-50,2
Tripura,2002,Foreigners,Convicts,Male,50+,0
Tripura,2002,Foreigners,Under Trials,Female,16-18,0
Tripura,2002,Foreigners,Under Trials,Female,18-30,0
Tripura,2002,Foreigners,Under Trials,Female,30-50,0
Tripura,2002,Foreigners,Under Trials,Female,50+,0
Tripura,2002,Foreigners,Under Trials,Male,16-18,0
Tripura,2002,Foreigners,Under Trials,Male,18-30,7
Tripura,2002,Foreigners,Under Trials,Male,30-50,5
Tripura,2002,Foreigners,Under Trials,Male,50+,2
Tripura,2002,Indians,Convicts,Female,16-18,1
Tripura,2002,Indians,Convicts,Female,18-30,5
Tripura,2002,Indians,Convicts,Female,30-50,0
Tripura,2002,Indians,Convicts,Female,50+,0
Tripura,2002,Indians,Convicts,Male,16-18,33
Tripura,2002,Indians,Convicts,Male,18-30,195
Tripura,2002,Indians,Convicts,Male,30-50,218
Tripura,2002,Indians,Convicts,Male,50+,28
Tripura,2002,Indians,Under Trials,Female,16-18,1
Tripura,2002,Indians,Under Trials,Female,18-30,3
Tripura,2002,Indians,Under Trials,Female,30-50,3
Tripura,2002,Indians,Under Trials,Female,50+,1
Tripura,2002,Indians,Under Trials,Male,16-18,58
Tripura,2002,Indians,Under Trials,Male,18-30,229
Tripura,2002,Indians,Under Trials,Male,30-50,187
Tripura,2002,Indians,Under Trials,Male,50+,55
Tripura,2003,Foreigners,Convicts,Female,16-18,0
Tripura,2003,Foreigners,Convicts,Female,18-30,0
Tripura,2003,Foreigners,Convicts,Female,30-50,0
Tripura,2003,Foreigners,Convicts,Female,50+,0
Tripura,2003,Foreigners,Convicts,Male,16-18,0
Tripura,2003,Foreigners,Convicts,Male,18-30,6
Tripura,2003,Foreigners,Convicts,Male,30-50,1
Tripura,2003,Foreigners,Convicts,Male,50+,0
Tripura,2003,Foreigners,Under Trials,Female,16-18,0
Tripura,2003,Foreigners,Under Trials,Female,18-30,0
Tripura,2003,Foreigners,Under Trials,Female,30-50,0
Tripura,2003,Foreigners,Under Trials,Female,50+,0
Tripura,2003,Foreigners,Under Trials,Male,16-18,0
Tripura,2003,Foreigners,Under Trials,Male,18-30,10
Tripura,2003,Foreigners,Under Trials,Male,30-50,6
Tripura,2003,Foreigners,Under Trials,Male,50+,0
Tripura,2003,Indians,Convicts,Female,16-18,0
Tripura,2003,Indians,Convicts,Female,18-30,0
Tripura,2003,Indians,Convicts,Female,30-50,3
Tripura,2003,Indians,Convicts,Female,50+,4
Tripura,2003,Indians,Convicts,Male,16-18,4
Tripura,2003,Indians,Convicts,Male,18-30,172
Tripura,2003,Indians,Convicts,Male,30-50,258
Tripura,2003,Indians,Convicts,Male,50+,52
Tripura,2003,Indians,Under Trials,Female,16-18,0
Tripura,2003,Indians,Under Trials,Female,18-30,1
Tripura,2003,Indians,Under Trials,Female,30-50,9
Tripura,2003,Indians,Under Trials,Female,50+,1
Tripura,2003,Indians,Under Trials,Male,16-18,60
Tripura,2003,Indians,Under Trials,Male,18-30,437
Tripura,2003,Indians,Under Trials,Male,30-50,357
Tripura,2003,Indians,Under Trials,Male,50+,17
Tripura,2004,Foreigners,Convicts,Female,16-18,0
Tripura,2004,Foreigners,Convicts,Female,18-30,0
Tripura,2004,Foreigners,Convicts,Female,30-50,0
Tripura,2004,Foreigners,Convicts,Female,50+,0
Tripura,2004,Foreigners,Convicts,Male,16-18,0
Tripura,2004,Foreigners,Convicts,Male,18-30,7
Tripura,2004,Foreigners,Convicts,Male,30-50,1
Tripura,2004,Foreigners,Convicts,Male,50+,0
Tripura,2004,Foreigners,Under Trials,Female,16-18,0
Tripura,2004,Foreigners,Under Trials,Female,18-30,0
Tripura,2004,Foreigners,Under Trials,Female,30-50,0
Tripura,2004,Foreigners,Under Trials,Female,50+,0
Tripura,2004,Foreigners,Under Trials,Male,16-18,1
Tripura,2004,Foreigners,Under Trials,Male,18-30,20
Tripura,2004,Foreigners,Under Trials,Male,30-50,6
Tripura,2004,Foreigners,Under Trials,Male,50+,0
Tripura,2004,Indians,Convicts,Female,16-18,0
Tripura,2004,Indians,Convicts,Female,18-30,1
Tripura,2004,Indians,Convicts,Female,30-50,13
Tripura,2004,Indians,Convicts,Female,50+,0
Tripura,2004,Indians,Convicts,Male,16-18,2
Tripura,2004,Indians,Convicts,Male,18-30,184
Tripura,2004,Indians,Convicts,Male,30-50,302
Tripura,2004,Indians,Convicts,Male,50+,44
Tripura,2004,Indians,Under Trials,Female,16-18,0
Tripura,2004,Indians,Under Trials,Female,18-30,5
Tripura,2004,Indians,Under Trials,Female,30-50,5
Tripura,2004,Indians,Under Trials,Female,50+,0
Tripura,2004,Indians,Under Trials,Male,16-18,30
Tripura,2004,Indians,Under Trials,Male,18-30,299
Tripura,2004,Indians,Under Trials,Male,30-50,314
Tripura,2004,Indians,Under Trials,Male,50+,28
Tripura,2005,Foreigners,Convicts,Female,16-18,0
Tripura,2005,Foreigners,Convicts,Female,18-30,1
Tripura,2005,Foreigners,Convicts,Female,30-50,0
Tripura,2005,Foreigners,Convicts,Female,50+,0
Tripura,2005,Foreigners,Convicts,Male,16-18,1
Tripura,2005,Foreigners,Convicts,Male,18-30,8
Tripura,2005,Foreigners,Convicts,Male,30-50,8
Tripura,2005,Foreigners,Convicts,Male,50+,2
Tripura,2005,Foreigners,Under Trials,Female,16-18,0
Tripura,2005,Foreigners,Under Trials,Female,18-30,0
Tripura,2005,Foreigners,Under Trials,Female,30-50,2
Tripura,2005,Foreigners,Under Trials,Female,50+,0
Tripura,2005,Foreigners,Under Trials,Male,16-18,0
Tripura,2005,Foreigners,Under Trials,Male,18-30,13
Tripura,2005,Foreigners,Under Trials,Male,30-50,5
Tripura,2005,Foreigners,Under Trials,Male,50+,1
Tripura,2005,Indians,Convicts,Female,16-18,0
Tripura,2005,Indians,Convicts,Female,18-30,1
Tripura,2005,Indians,Convicts,Female,30-50,7
Tripura,2005,Indians,Convicts,Female,50+,6
Tripura,2005,Indians,Convicts,Male,16-18,1
Tripura,2005,Indians,Convicts,Male,18-30,243
Tripura,2005,Indians,Convicts,Male,30-50,391
Tripura,2005,Indians,Convicts,Male,50+,83
Tripura,2005,Indians,Under Trials,Female,16-18,0
Tripura,2005,Indians,Under Trials,Female,18-30,8
Tripura,2005,Indians,Under Trials,Female,30-50,11
Tripura,2005,Indians,Under Trials,Female,50+,0
Tripura,2005,Indians,Under Trials,Male,16-18,27
Tripura,2005,Indians,Under Trials,Male,18-30,314
Tripura,2005,Indians,Under Trials,Male,30-50,232
Tripura,2005,Indians,Under Trials,Male,50+,43
Tripura,2006,Foreigners,Convicts,Female,16-18,0
Tripura,2006,Foreigners,Convicts,Female,18-30,0
Tripura,2006,Foreigners,Convicts,Female,30-50,0
Tripura,2006,Foreigners,Convicts,Female,50+,0
Tripura,2006,Foreigners,Convicts,Male,16-18,8
Tripura,2006,Foreigners,Convicts,Male,18-30,7
Tripura,2006,Foreigners,Convicts,Male,30-50,2
Tripura,2006,Foreigners,Convicts,Male,50+,0
Tripura,2006,Foreigners,Under Trials,Female,16-18,0
Tripura,2006,Foreigners,Under Trials,Female,18-30,0
Tripura,2006,Foreigners,Under Trials,Female,30-50,0
Tripura,2006,Foreigners,Under Trials,Female,50+,0
Tripura,2006,Foreigners,Under Trials,Male,16-18,4
Tripura,2006,Foreigners,Under Trials,Male,18-30,18
Tripura,2006,Foreigners,Under Trials,Male,30-50,11
Tripura,2006,Foreigners,Under Trials,Male,50+,0
Tripura,2006,Indians,Convicts,Female,16-18,0
Tripura,2006,Indians,Convicts,Female,18-30,2
Tripura,2006,Indians,Convicts,Female,30-50,8
Tripura,2006,Indians,Convicts,Female,50+,8
Tripura,2006,Indians,Convicts,Male,16-18,7
Tripura,2006,Indians,Convicts,Male,18-30,269
Tripura,2006,Indians,Convicts,Male,30-50,395
Tripura,2006,Indians,Convicts,Male,50+,83
Tripura,2006,Indians,Under Trials,Female,16-18,0
Tripura,2006,Indians,Under Trials,Female,18-30,7
Tripura,2006,Indians,Under Trials,Female,30-50,6
Tripura,2006,Indians,Under Trials,Female,50+,2
Tripura,2006,Indians,Under Trials,Male,16-18,52
Tripura,2006,Indians,Under Trials,Male,18-30,252
Tripura,2006,Indians,Under Trials,Male,30-50,194
Tripura,2006,Indians,Under Trials,Male,50+,35
Tripura,2007,Foreigners,Convicts,Female,16-18,0
Tripura,2007,Foreigners,Convicts,Female,18-30,0
Tripura,2007,Foreigners,Convicts,Female,30-50,0
Tripura,2007,Foreigners,Convicts,Female,50+,0
Tripura,2007,Foreigners,Convicts,Male,16-18,0
Tripura,2007,Foreigners,Convicts,Male,18-30,11
Tripura,2007,Foreigners,Convicts,Male,30-50,4
Tripura,2007,Foreigners,Convicts,Male,50+,0
Tripura,2007,Foreigners,Under Trials,Female,16-18,0
Tripura,2007,Foreigners,Under Trials,Female,18-30,0
Tripura,2007,Foreigners,Under Trials,Female,30-50,0
Tripura,2007,Foreigners,Under Trials,Female,50+,0
Tripura,2007,Foreigners,Under Trials,Male,16-18,1
Tripura,2007,Foreigners,Under Trials,Male,18-30,11
Tripura,2007,Foreigners,Under Trials,Male,30-50,2
Tripura,2007,Foreigners,Under Trials,Male,50+,0
Tripura,2007,Indians,Convicts,Female,16-18,0
Tripura,2007,Indians,Convicts,Female,18-30,3
Tripura,2007,Indians,Convicts,Female,30-50,9
Tripura,2007,Indians,Convicts,Female,50+,11
Tripura,2007,Indians,Convicts,Male,16-18,7
Tripura,2007,Indians,Convicts,Male,18-30,246
Tripura,2007,Indians,Convicts,Male,30-50,425
Tripura,2007,Indians,Convicts,Male,50+,97
Tripura,2007,Indians,Under Trials,Female,16-18,0
Tripura,2007,Indians,Under Trials,Female,18-30,5
Tripura,2007,Indians,Under Trials,Female,30-50,7
Tripura,2007,Indians,Under Trials,Female,50+,2
Tripura,2007,Indians,Under Trials,Male,16-18,45
Tripura,2007,Indians,Under Trials,Male,18-30,225
Tripura,2007,Indians,Under Trials,Male,30-50,165
Tripura,2007,Indians,Under Trials,Male,50+,40
Tripura,2008,Foreigners,Convicts,Female,16-18,0
Tripura,2008,Foreigners,Convicts,Female,18-30,0
Tripura,2008,Foreigners,Convicts,Female,30-50,0
Tripura,2008,Foreigners,Convicts,Female,50+,0
Tripura,2008,Foreigners,Convicts,Male,16-18,2
Tripura,2008,Foreigners,Convicts,Male,18-30,56
Tripura,2008,Foreigners,Convicts,Male,30-50,17
Tripura,2008,Foreigners,Convicts,Male,50+,4
Tripura,2008,Foreigners,Under Trials,Female,16-18,0
Tripura,2008,Foreigners,Under Trials,Female,18-30,0
Tripura,2008,Foreigners,Under Trials,Female,30-50,0
Tripura,2008,Foreigners,Under Trials,Female,50+,0
Tripura,2008,Foreigners,Under Trials,Male,16-18,3
Tripura,2008,Foreigners,Under Trials,Male,18-30,18
Tripura,2008,Foreigners,Under Trials,Male,30-50,3
Tripura,2008,Foreigners,Under Trials,Male,50+,1
Tripura,2008,Indians,Convicts,Female,16-18,0
Tripura,2008,Indians,Convicts,Female,18-30,2
Tripura,2008,Indians,Convicts,Female,30-50,6
Tripura,2008,Indians,Convicts,Female,50+,11
Tripura,2008,Indians,Convicts,Male,16-18,2
Tripura,2008,Indians,Convicts,Male,18-30,247
Tripura,2008,Indians,Convicts,Male,30-50,428
Tripura,2008,Indians,Convicts,Male,50+,52
Tripura,2008,Indians,Under Trials,Female,16-18,0
Tripura,2008,Indians,Under Trials,Female,18-30,1
Tripura,2008,Indians,Under Trials,Female,30-50,6
Tripura,2008,Indians,Under Trials,Female,50+,1
Tripura,2008,Indians,Under Trials,Male,16-18,10
Tripura,2008,Indians,Under Trials,Male,18-30,203
Tripura,2008,Indians,Under Trials,Male,30-50,132
Tripura,2008,Indians,Under Trials,Male,50+,73
Tripura,2009,Foreigners,Convicts,Female,16-18,0
Tripura,2009,Foreigners,Convicts,Female,18-30,0
Tripura,2009,Foreigners,Convicts,Female,30-50,0
Tripura,2009,Foreigners,Convicts,Female,50+,0
Tripura,2009,Foreigners,Convicts,Male,16-18,0
Tripura,2009,Foreigners,Convicts,Male,18-30,11
Tripura,2009,Foreigners,Convicts,Male,30-50,7
Tripura,2009,Foreigners,Convicts,Male,50+,2
Tripura,2009,Foreigners,Under Trials,Female,16-18,0
Tripura,2009,Foreigners,Under Trials,Female,18-30,0
Tripura,2009,Foreigners,Under Trials,Female,30-50,0
Tripura,2009,Foreigners,Under Trials,Female,50+,0
Tripura,2009,Foreigners,Under Trials,Male,16-18,0
Tripura,2009,Foreigners,Under Trials,Male,18-30,23
Tripura,2009,Foreigners,Under Trials,Male,30-50,5
Tripura,2009,Foreigners,Under Trials,Male,50+,1
Tripura,2009,Indians,Convicts,Female,16-18,0
Tripura,2009,Indians,Convicts,Female,18-30,2
Tripura,2009,Indians,Convicts,Female,30-50,5
Tripura,2009,Indians,Convicts,Female,50+,7
Tripura,2009,Indians,Convicts,Male,16-18,0
Tripura,2009,Indians,Convicts,Male,18-30,161
Tripura,2009,Indians,Convicts,Male,30-50,378
Tripura,2009,Indians,Convicts,Male,50+,80
Tripura,2009,Indians,Under Trials,Female,16-18,0
Tripura,2009,Indians,Under Trials,Female,18-30,8
Tripura,2009,Indians,Under Trials,Female,30-50,6
Tripura,2009,Indians,Under Trials,Female,50+,2
Tripura,2009,Indians,Under Trials,Male,16-18,0
Tripura,2009,Indians,Under Trials,Male,18-30,143
Tripura,2009,Indians,Under Trials,Male,30-50,132
Tripura,2009,Indians,Under Trials,Male,50+,15
Tripura,2010,Foreigners,Convicts,Female,16-18,0
Tripura,2010,Foreigners,Convicts,Female,18-30,1
Tripura,2010,Foreigners,Convicts,Female,30-50,0
Tripura,2010,Foreigners,Convicts,Female,50+,0
Tripura,2010,Foreigners,Convicts,Male,16-18,0
Tripura,2010,Foreigners,Convicts,Male,18-30,17
Tripura,2010,Foreigners,Convicts,Male,30-50,8
Tripura,2010,Foreigners,Convicts,Male,50+,1
Tripura,2010,Foreigners,Under Trials,Female,16-18,0
Tripura,2010,Foreigners,Under Trials,Female,18-30,0
Tripura,2010,Foreigners,Under Trials,Female,30-50,2
Tripura,2010,Foreigners,Under Trials,Female,50+,0
Tripura,2010,Foreigners,Under Trials,Male,16-18,0
Tripura,2010,Foreigners,Under Trials,Male,18-30,18
Tripura,2010,Foreigners,Under Trials,Male,30-50,6
Tripura,2010,Foreigners,Under Trials,Male,50+,2
Tripura,2010,Indians,Convicts,Female,16-18,0
Tripura,2010,Indians,Convicts,Female,18-30,2
Tripura,2010,Indians,Convicts,Female,30-50,4
Tripura,2010,Indians,Convicts,Female,50+,5
Tripura,2010,Indians,Convicts,Male,16-18,0
Tripura,2010,Indians,Convicts,Male,18-30,133
Tripura,2010,Indians,Convicts,Male,30-50,362
Tripura,2010,Indians,Convicts,Male,50+,70
Tripura,2010,Indians,Under Trials,Female,16-18,0
Tripura,2010,Indians,Under Trials,Female,18-30,4
Tripura,2010,Indians,Under Trials,Female,30-50,4
Tripura,2010,Indians,Under Trials,Female,50+,0
Tripura,2010,Indians,Under Trials,Male,16-18,0
Tripura,2010,Indians,Under Trials,Male,18-30,183
Tripura,2010,Indians,Under Trials,Male,30-50,119
Tripura,2010,Indians,Under Trials,Male,50+,10
Tripura,2011,Foreigners,Convicts,Female,16-18,0
Tripura,2011,Foreigners,Convicts,Female,18-30,1
Tripura,2011,Foreigners,Convicts,Female,30-50,1
Tripura,2011,Foreigners,Convicts,Female,50+,0
Tripura,2011,Foreigners,Convicts,Male,16-18,0
Tripura,2011,Foreigners,Convicts,Male,18-30,31
Tripura,2011,Foreigners,Convicts,Male,30-50,4
Tripura,2011,Foreigners,Convicts,Male,50+,0
Tripura,2011,Foreigners,Under Trials,Female,16-18,0
Tripura,2011,Foreigners,Under Trials,Female,18-30,3
Tripura,2011,Foreigners,Under Trials,Female,30-50,2
Tripura,2011,Foreigners,Under Trials,Female,50+,1
Tripura,2011,Foreigners,Under Trials,Male,16-18,0
Tripura,2011,Foreigners,Under Trials,Male,18-30,31
Tripura,2011,Foreigners,Under Trials,Male,30-50,12
Tripura,2011,Foreigners,Under Trials,Male,50+,0
Tripura,2011,Indians,Convicts,Female,16-18,0
Tripura,2011,Indians,Convicts,Female,18-30,1
Tripura,2011,Indians,Convicts,Female,30-50,6
Tripura,2011,Indians,Convicts,Female,50+,6
Tripura,2011,Indians,Convicts,Male,16-18,0
Tripura,2011,Indians,Convicts,Male,18-30,114
Tripura,2011,Indians,Convicts,Male,30-50,332
Tripura,2011,Indians,Convicts,Male,50+,73
Tripura,2011,Indians,Under Trials,Female,16-18,0
Tripura,2011,Indians,Under Trials,Female,18-30,8
Tripura,2011,Indians,Under Trials,Female,30-50,4
Tripura,2011,Indians,Under Trials,Female,50+,2
Tripura,2011,Indians,Under Trials,Male,16-18,0
Tripura,2011,Indians,Under Trials,Male,18-30,163
Tripura,2011,Indians,Under Trials,Male,30-50,89
Tripura,2011,Indians,Under Trials,Male,50+,15
Tripura,2012,Foreigners,Convicts,Female,16-18,0
Tripura,2012,Foreigners,Convicts,Female,18-30,2
Tripura,2012,Foreigners,Convicts,Female,30-50,1
Tripura,2012,Foreigners,Convicts,Female,50+,0
Tripura,2012,Foreigners,Convicts,Male,16-18,0
Tripura,2012,Foreigners,Convicts,Male,18-30,13
Tripura,2012,Foreigners,Convicts,Male,30-50,4
Tripura,2012,Foreigners,Convicts,Male,50+,0
Tripura,2012,Foreigners,Under Trials,Female,16-18,0
Tripura,2012,Foreigners,Under Trials,Female,18-30,1
Tripura,2012,Foreigners,Under Trials,Female,30-50,1
Tripura,2012,Foreigners,Under Trials,Female,50+,0
Tripura,2012,Foreigners,Under Trials,Male,16-18,0
Tripura,2012,Foreigners,Under Trials,Male,18-30,21
Tripura,2012,Foreigners,Under Trials,Male,30-50,11
Tripura,2012,Foreigners,Under Trials,Male,50+,0
Tripura,2012,Indians,Convicts,Female,16-18,0
Tripura,2012,Indians,Convicts,Female,18-30,3
Tripura,2012,Indians,Convicts,Female,30-50,6
Tripura,2012,Indians,Convicts,Female,50+,2
Tripura,2012,Indians,Convicts,Male,16-18,0
Tripura,2012,Indians,Convicts,Male,18-30,114
Tripura,2012,Indians,Convicts,Male,30-50,333
Tripura,2012,Indians,Convicts,Male,50+,71
Tripura,2012,Indians,Under Trials,Female,16-18,0
Tripura,2012,Indians,Under Trials,Female,18-30,2
Tripura,2012,Indians,Under Trials,Female,30-50,8
Tripura,2012,Indians,Under Trials,Female,50+,2
Tripura,2012,Indians,Under Trials,Male,16-18,0
Tripura,2012,Indians,Under Trials,Male,18-30,162
Tripura,2012,Indians,Under Trials,Male,30-50,123
Tripura,2012,Indians,Under Trials,Male,50+,21
Tripura,2013,Foreigners,Convicts,Female,16-18,0
Tripura,2013,Foreigners,Convicts,Female,18-30,0
Tripura,2013,Foreigners,Convicts,Female,30-50,0
Tripura,2013,Foreigners,Convicts,Female,50+,0
Tripura,2013,Foreigners,Convicts,Male,16-18,0
Tripura,2013,Foreigners,Convicts,Male,18-30,8
Tripura,2013,Foreigners,Convicts,Male,30-50,5
Tripura,2013,Foreigners,Convicts,Male,50+,0
Tripura,2013,Foreigners,Under Trials,Female,16-18,0
Tripura,2013,Foreigners,Under Trials,Female,18-30,0
Tripura,2013,Foreigners,Under Trials,Female,30-50,0
Tripura,2013,Foreigners,Under Trials,Female,50+,0
Tripura,2013,Foreigners,Under Trials,Male,16-18,0
Tripura,2013,Foreigners,Under Trials,Male,18-30,23
Tripura,2013,Foreigners,Under Trials,Male,30-50,6
Tripura,2013,Foreigners,Under Trials,Male,50+,0
Tripura,2013,Indians,Convicts,Female,16-18,0
Tripura,2013,Indians,Convicts,Female,18-30,2
Tripura,2013,Indians,Convicts,Female,30-50,6
Tripura,2013,Indians,Convicts,Female,50+,6
Tripura,2013,Indians,Convicts,Male,16-18,0
Tripura,2013,Indians,Convicts,Male,18-30,132
Tripura,2013,Indians,Convicts,Male,30-50,281
Tripura,2013,Indians,Convicts,Male,50+,62
Tripura,2013,Indians,Under Trials,Female,16-18,0
Tripura,2013,Indians,Under Trials,Female,18-30,1
Tripura,2013,Indians,Under Trials,Female,30-50,8
Tripura,2013,Indians,Under Trials,Female,50+,2
Tripura,2013,Indians,Under Trials,Male,16-18,0
Tripura,2013,Indians,Under Trials,Male,18-30,206
Tripura,2013,Indians,Under Trials,Male,30-50,130
Tripura,2013,Indians,Under Trials,Male,50+,23
Uttar Pradesh,2001,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2001,Foreigners,Convicts,Female,18-30,0
Uttar Pradesh,2001,Foreigners,Convicts,Female,30-50,4
Uttar Pradesh,2001,Foreigners,Convicts,Female,50+,0
Uttar Pradesh,2001,Foreigners,Convicts,Male,16-18,0
Uttar Pradesh,2001,Foreigners,Convicts,Male,18-30,2
Uttar Pradesh,2001,Foreigners,Convicts,Male,30-50,23
Uttar Pradesh,2001,Foreigners,Convicts,Male,50+,2
Uttar Pradesh,2001,Foreigners,Under Trials,Female,16-18,0
Uttar Pradesh,2001,Foreigners,Under Trials,Female,18-30,2
Uttar Pradesh,2001,Foreigners,Under Trials,Female,30-50,1
Uttar Pradesh,2001,Foreigners,Under Trials,Female,50+,0
Uttar Pradesh,2001,Foreigners,Under Trials,Male,16-18,0
Uttar Pradesh,2001,Foreigners,Under Trials,Male,18-30,12
Uttar Pradesh,2001,Foreigners,Under Trials,Male,30-50,14
Uttar Pradesh,2001,Foreigners,Under Trials,Male,50+,0
Uttar Pradesh,2001,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2001,Indians,Convicts,Female,18-30,49
Uttar Pradesh,2001,Indians,Convicts,Female,30-50,57
Uttar Pradesh,2001,Indians,Convicts,Female,50+,33
Uttar Pradesh,2001,Indians,Convicts,Male,16-18,45
Uttar Pradesh,2001,Indians,Convicts,Male,18-30,1806
Uttar Pradesh,2001,Indians,Convicts,Male,30-50,2843
Uttar Pradesh,2001,Indians,Convicts,Male,50+,704
Uttar Pradesh,2001,Indians,Under Trials,Female,16-18,8
Uttar Pradesh,2001,Indians,Under Trials,Female,18-30,459
Uttar Pradesh,2001,Indians,Under Trials,Female,30-50,586
Uttar Pradesh,2001,Indians,Under Trials,Female,50+,121
Uttar Pradesh,2001,Indians,Under Trials,Male,16-18,1045
Uttar Pradesh,2001,Indians,Under Trials,Male,18-30,20024
Uttar Pradesh,2001,Indians,Under Trials,Male,30-50,19815
Uttar Pradesh,2001,Indians,Under Trials,Male,50+,4788
Uttar Pradesh,2002,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2002,Foreigners,Convicts,Female,18-30,0
Uttar Pradesh,2002,Foreigners,Convicts,Female,30-50,0
Uttar Pradesh,2002,Foreigners,Convicts,Female,50+,0
Uttar Pradesh,2002,Foreigners,Convicts,Male,16-18,1
Uttar Pradesh,2002,Foreigners,Convicts,Male,18-30,3
Uttar Pradesh,2002,Foreigners,Convicts,Male,30-50,27
Uttar Pradesh,2002,Foreigners,Convicts,Male,50+,2
Uttar Pradesh,2002,Foreigners,Under Trials,Female,16-18,0
Uttar Pradesh,2002,Foreigners,Under Trials,Female,18-30,9
Uttar Pradesh,2002,Foreigners,Under Trials,Female,30-50,16
Uttar Pradesh,2002,Foreigners,Under Trials,Female,50+,0
Uttar Pradesh,2002,Foreigners,Under Trials,Male,16-18,7
Uttar Pradesh,2002,Foreigners,Under Trials,Male,18-30,17
Uttar Pradesh,2002,Foreigners,Under Trials,Male,30-50,17
Uttar Pradesh,2002,Foreigners,Under Trials,Male,50+,2
Uttar Pradesh,2002,Indians,Convicts,Female,16-18,0
Uttar Pradesh,2002,Indians,Convicts,Female,18-30,50
Uttar Pradesh,2002,Indians,Convicts,Female,30-50,89
Uttar Pradesh,2002,Indians,Convicts,Female,50+,18
Uttar Pradesh,2002,Indians,Convicts,Male,16-18,18
Uttar Pradesh,2002,Indians,Convicts,Male,18-30,2112
Uttar Pradesh,2002,Indians,Convicts,Male,30-50,2731
Uttar Pradesh,2002,Indians,Convicts,Male,50+,1022
Uttar Pradesh,2002,Indians,Under Trials,Female,16-18,3
Uttar Pradesh,2002,Indians,Under Trials,Female,18-30,390
Uttar Pradesh,2002,Indians,Under Trials,Female,30-50,549
Uttar Pradesh,2002,Indians,Under Trials,Female,50+,133
Uttar Pradesh,2002,Indians,Under Trials,Male,16-18,481
Uttar Pradesh,2002,Indians,Under Trials,Male,18-30,19587
Uttar Pradesh,2002,Indians,Under Trials,Male,30-50,18158
Uttar Pradesh,2002,Indians,Under Trials,Male,50+,5582
Uttar Pradesh,2003,Foreigners,Convicts,Female,16-18,0
Uttar Pradesh,2003,Foreigners,Convicts,Female,18-30,0
Uttar Pradesh,2003,Foreigners,Convicts,Female,30-50,0
Uttar Pradesh,2003,Foreigners,Convicts,Female,50+,0
Uttar Pradesh,2003,Foreigners,Convicts,Male,16-18,1
Uttar Pradesh,2003,Foreigners,Convicts,Male,18-30,3
Uttar Pradesh,2003,Foreigners,Convicts,Male,30-50,25
Uttar Pradesh,2003,Foreigners,Convicts,Male,50+,2
Uttar Pradesh,2003,Foreigners,Under Trials,Female,16-18,0
Uttar Pradesh,2003,Foreigners,Under Trials,Female,18-30,9
Uttar Pradesh,2003,Foreigners,Under Trials,Female,30-50,6
Uttar Pradesh,2003,Foreigners,Under Trials,Female,50+,0
Uttar Pradesh,2003,Foreigners,Under Trials,Male,16-18,7
Uttar Pradesh,2003,Foreigners,Under Trials,Male,18-30,17
Uttar Pradesh,2003,Foreigners,Under Trials,Male,30-50,14
Uttar Pradesh,2003,Foreigners,Under Trials,Male,50+,5
Uttar Pradesh,2003,Indians,Convicts,Female,16-18,2
Uttar Pradesh,2003,Indians,Convicts,Female,18-30,35
Uttar Pradesh,2003,Indians,Convicts,Female,30-50,87
Uttar Pradesh,2003,Indians,Convicts,Female,50+,52
Uttar Pradesh,2003,Indians,Convicts,Male,16-18,50
Uttar Pradesh,2003,Indians,Convicts,Male,18-30,2090
Uttar Pradesh,2003,Indians,Convicts,Male,30-50,3114
Uttar Pradesh,2003,Indians,Convicts,Male,50+,1728
Uttar Pradesh,2003,Indians,Under Trials,Female,16-18,6
